experimentId,variable1,variable2,outcomeMeasure,experimentDate,location,researcherId,controlFlag,anomalyFlag
E6033,37,Type B,188,2024-10-04,Lab 1,R8007,false,false
E6034,65,Type A,77,2025-04-18,Lab 1,R5630,false,false
E6035,6,Type D,157,2024-12-13,Lab 4,R6335,false,false
E6036,69,Type A,47,2025-03-02,Lab 2,R2348,false,false
E6037,85,Type B,87,2025-04-17,Lab 1,R5192,false,false
E6038,80,Type C,150,2024-10-30,Lab 2,R1563,false,false
E6039,98,Type D,180,2025-04-18,Lab 2,R3722,true,false
E6040,53,Type A,92,2024-08-21,Lab 3,R5679,false,false
E6041,52,Type A,8,2025-04-04,Lab 1,R6610,false,false
E6042,46,Type D,4,2025-04-08,Lab 1,R9611,false,false
E6043,3,Type C,173,2024-06-18,Lab 1,R1310,false,false
E6044,10,Type C,63,2024-08-20,Lab 1,R2554,false,false
E6045,3,Type C,38,2025-02-01,Lab 2,R8014,false,false
E6046,31,Type A,140,2024-09-30,Lab 1,R3707,false,false
E6047,39,Type D,199,2024-12-13,Lab 4,R9050,false,false
E6048,76,Type D,35,2024-12-02,Lab 1,R7587,false,false
E6049,56,Type C,106,2024-07-29,Lab 3,R2581,false,false
E6050,81,Type A,120,2025-05-17,Lab 1,R3329,false,false
E6051,70,Type C,95,2024-09-06,Lab 2,R7077,false,false
E6052,9,Type A,143,2025-04-10,Lab 2,R9292,false,false
E6053,75,Type C,193,2025-01-09,Lab 3,R5052,false,false
E6054,42,Type B,111,2024-06-02,Lab 3,R9250,false,true
E6055,22,Type A,164,2025-03-16,Lab 3,R1462,false,false
E6056,83,Type C,100,2024-12-21,Lab 2,R6628,false,false
E6057,96,Type C,129,2024-08-21,Lab 3,R2517,false,false
E6058,73,Type A,285,2024-11-28,Lab 1,R6179,false,true
E6059,30,Type B,157,2025-04-10,Lab 4,R4474,false,false
E6060,21,Type C,45,2024-08-31,Lab 3,R8641,false,false
E6061,92,Type B,18,2024-10-12,Lab 3,R1090,false,false
E6062,30,Type C,189,2024-08-18,Lab 2,R8557,false,false
E6063,29,Type C,48,2024-12-12,Lab 1,R7500,false,false
E6064,92,Type B,67,2025-01-15,Lab 2,R9047,false,false
E6065,35,Type D,24,2025-04-28,Lab 3,R6447,false,false
E6066,37,Type B,148.5,2024-11-22,Lab 4,R6444,true,false
E6067,36,Type B,85,2025-02-24,Lab 3,R8581,false,false
E6068,34,Type C,153,2025-02-21,Lab 1,R1128,false,true
E6069,27,Type C,37,2024-09-17,Lab 4,R9821,false,false
E6070,56,Type C,23,2025-03-27,Lab 1,R7977,false,false
E6071,1,Type B,145.8,2024-10-03,Lab 1,R7505,true,false
E6072,52,Type D,36.9,2024-12-01,Lab 1,R5691,true,false
E6073,51,Type A,101,2025-01-13,Lab 2,R1572,false,false
E6074,75,Type C,198,2025-01-18,Lab 2,R7718,false,false
E6075,66,Type D,133,2024-09-15,Lab 1,R3282,false,false
E6076,20,Type D,62,2025-04-08,Lab 2,R6924,false,false
E6077,6,Type D,143,2024-08-28,Lab 3,R9591,false,false
E6078,31,Type D,147,2025-01-30,Lab 1,R4268,false,false
E6079,75,Type B,138,2025-02-10,Lab 3,R1527,false,false
E6080,31,Type A,96,2024-09-17,Lab 1,R4462,false,false
E6081,42,Type A,45,2024-08-31,Lab 2,R6986,true,false
E6082,59,Type A,142.20000000000002,2024-11-10,Lab 3,R6840,true,false
E6083,71,Type A,75,2025-01-12,Lab 2,R5151,false,false
E6084,44,Type A,135.9,2025-04-02,Lab 1,R2039,true,false
E6085,89,Type B,53.1,2025-01-17,Lab 3,R2143,true,false
E6086,34,Type C,75,2024-06-19,Lab 1,R3891,false,false
E6087,50,Type A,94,2024-06-13,Lab 2,R4250,false,false
E6088,40,Type A,95,2025-02-05,Lab 3,R1056,false,false
E6089,55,Type C,78,2024-10-29,Lab 2,R8655,false,false
E6090,84,Type C,131,2025-01-14,Lab 3,R8119,false,false
E6091,91,Type A,82,2024-10-27,Lab 1,R1322,false,false
E6092,89,Type C,108,2025-02-27,Lab 3,R7914,false,false
E6093,29,Type D,5,2025-02-04,Lab 4,R3469,false,false
E6094,16,Type A,46,2025-04-11,Lab 4,R8053,false,false
E6095,30,Type B,142.20000000000002,2025-04-21,Lab 3,R3508,true,false
E6096,13,Type D,103,2024-11-23,Lab 4,R7119,false,false
E6097,54,Type C,15,2024-08-18,Lab 1,R1273,false,false
E6098,58,Type C,76.5,2025-05-21,Lab 4,R9929,true,false
E6099,23,Type D,83.7,2024-09-19,Lab 3,R4326,true,false
E6100,20,Type C,179,2024-08-26,Lab 2,R1338,false,false
E6101,68,Type C,153.9,2024-11-16,Lab 3,R4945,true,false
E6102,3,Type D,56,2024-10-30,Lab 1,R8094,false,false
E6103,12,Type A,123,2024-05-29,Lab 4,R2821,false,false
E6104,70,Type B,136,2025-02-05,Lab 1,R1475,false,false
E6105,75,Type A,10,2024-10-01,Lab 3,R9466,false,false
E6106,22,Type D,9,2024-12-10,Lab 3,R9064,false,false
E6107,59,Type D,66,2024-09-07,Lab 2,R6286,false,false
E6108,13,Type A,115,2025-02-11,Lab 1,R7645,false,false
E6109,40,Type C,145.8,2024-07-02,Lab 2,R3549,true,false
E6110,82,Type B,82,2024-06-06,Lab 2,R4059,false,false
E6111,38,Type B,96,2024-10-09,Lab 4,R1298,false,false
E6112,100,Type C,125,2024-06-29,Lab 4,R1594,false,false
E6113,67,Type D,188,2024-06-07,Lab 1,R1098,false,false
E6114,59,Type A,109,2024-12-08,Lab 1,R5231,false,false
E6115,90,Type C,2,2024-08-16,Lab 2,R2688,false,false
E6116,88,Type C,199,2024-09-15,Lab 1,R1855,false,false
E6117,52,Type B,154,2025-01-10,Lab 1,R9250,false,false
E6118,19,Type B,90,2024-09-13,Lab 1,R1536,true,false
E6119,82,Type D,98,2025-01-20,Lab 2,R7404,false,false
E6120,13,Type B,62,2024-06-25,Lab 2,R3107,false,false
E6121,16,Type C,75,2024-11-16,Lab 4,R8230,false,false
E6122,28,Type C,41,2024-07-16,Lab 3,R5127,false,false
E6123,57,Type B,11,2024-08-26,Lab 1,R9742,false,false
E6124,82,Type A,28.8,2025-05-18,Lab 1,R7714,true,false
E6125,71,Type C,159,2025-04-26,Lab 1,R9688,false,false
E6126,11,Type B,20.7,2024-11-13,Lab 1,R8132,true,false
E6127,13,Type C,94,2024-09-26,Lab 4,R8061,false,false
E6128,54,Type C,171,2024-09-26,Lab 1,R2346,false,false
E6129,49,Type A,70,2025-03-27,Lab 3,R9872,false,false
E6130,12,Type D,54,2024-08-31,Lab 1,R2226,false,false
E6131,20,Type B,192,2024-06-08,Lab 3,R3240,false,false
E6132,42,Type A,24,2025-04-10,Lab 3,R9172,false,false
E6133,37,Type B,23.400000000000002,2025-01-10,Lab 3,R3642,true,false
E6134,72,Type C,61,2024-12-26,Lab 4,R9267,false,false
E6135,35,Type D,129.6,2024-08-04,Lab 3,R7196,true,false
E6136,3,Type B,116,2024-07-10,Lab 2,R6549,false,false
E6137,75,Type C,106,2024-07-06,Lab 4,R4611,false,false
E6138,73,Type A,73,2024-10-13,Lab 3,R5571,false,false
E6139,49,Type B,14,2024-10-16,Lab 2,R1305,false,false
E6140,82,Type C,76,2024-11-06,Lab 1,R7256,false,false
E6141,14,Type D,152,2024-09-13,Lab 3,R2807,false,false
E6142,78,Type D,1,2024-06-28,Lab 4,R2293,false,false
E6143,3,Type C,34,2024-05-30,Lab 2,R9713,false,false
E6144,65,Type A,100.8,2024-08-15,Lab 2,R9241,true,false
E6145,14,Type D,173,2025-02-12,Lab 1,R7895,false,false
E6146,88,Type A,26,2025-04-20,Lab 3,R9641,false,false
E6147,100,Type B,16,2024-06-18,Lab 1,R8103,false,false
E6148,52,Type A,183,2024-11-24,Lab 1,R3580,false,false
E6149,87,Type D,50.4,2024-09-15,Lab 2,R1989,true,false
E6150,54,Type B,170,2025-04-22,Lab 3,R6806,false,false
E6151,78,Type C,82.8,2025-03-27,Lab 3,R3887,true,false
E6152,49,Type D,188,2025-05-14,Lab 4,R7744,false,false
E6153,65,Type A,176,2024-12-26,Lab 2,R2425,false,false
E6154,42,Type B,33,2024-09-29,Lab 1,R2744,false,false
E6155,44,Type C,134,2024-11-20,Lab 3,R6233,false,false
E6156,23,Type A,19,2024-11-08,Lab 2,R6651,false,false
E6157,38,Type C,46,2024-06-08,Lab 3,R3185,false,false
E6158,38,Type C,91,2024-06-06,Lab 2,R5735,false,false
E6159,4,Type C,110,2025-05-01,Lab 1,R7246,false,false
E6160,13,Type D,174,2025-05-24,Lab 1,R4505,false,false
E6161,10,Type D,15,2025-03-20,Lab 2,R4696,false,false
E6162,44,Type D,55,2024-07-18,Lab 3,R9009,false,false
E6163,78,Type C,48.6,2024-12-19,Lab 1,R5421,true,false
E6164,35,Type C,109,2025-03-25,Lab 3,R6370,false,false
E6165,36,Type C,96,2025-04-21,Lab 1,R7865,false,false
E6166,80,Type B,120,2025-03-05,Lab 4,R4260,false,false
E6167,94,Type A,96.3,2024-11-07,Lab 1,R8821,true,false
E6168,41,Type A,144,2024-07-23,Lab 1,R3296,false,false
E6169,87,Type C,11,2025-01-07,Lab 1,R8608,false,false
E6170,56,Type B,19,2024-11-27,Lab 3,R4781,false,false
E6171,8,Type B,0,2024-12-15,Lab 1,R7603,false,false
E6172,46,Type C,194,2025-02-06,Lab 4,R7263,false,false
E6173,1,Type C,29,2025-02-09,Lab 3,R3073,false,false
E6174,34,Type A,144,2024-06-28,Lab 2,R8554,false,false
E6175,25,Type D,25,2024-12-12,Lab 3,R8045,false,false
E6176,66,Type B,19,2024-07-16,Lab 2,R3619,false,false
E6177,53,Type A,64,2025-01-09,Lab 1,R3930,false,false
E6178,21,Type A,19.8,2024-07-23,Lab 4,R7629,true,false
E6179,74,Type D,146.70000000000002,2024-08-06,Lab 4,R7433,true,false
E6180,44,Type B,70.2,2025-01-10,Lab 4,R7603,true,false
E6181,37,Type C,110.7,2024-07-28,Lab 4,R1756,true,false
E6182,25,Type D,131.4,2025-02-01,Lab 4,R1787,true,false
E6183,77,Type C,35,2025-01-08,Lab 2,R9670,false,false
E6184,58,Type C,200,2024-11-06,Lab 2,R6643,false,false
E6185,23,Type B,77,2024-06-12,Lab 4,R7744,false,false
E6186,13,Type D,52,2025-01-23,Lab 2,R6449,false,false
E6187,41,Type D,52,2024-11-09,Lab 4,R8159,false,false
E6188,67,Type D,118,2025-05-03,Lab 2,R5787,false,false
E6189,25,Type A,117,2025-02-13,Lab 2,R3213,true,false
E6190,55,Type B,121,2025-02-27,Lab 3,R2056,false,false
E6191,10,Type D,58,2025-05-23,Lab 4,R8300,false,false
E6192,96,Type A,158,2024-10-10,Lab 1,R5208,false,false
E6193,32,Type C,177.3,2025-03-27,Lab 3,R8831,true,false
E6194,32,Type D,172,2025-05-05,Lab 1,R2921,false,false
E6195,79,Type B,11.700000000000001,2024-09-23,Lab 2,R6504,true,false
E6196,99,Type C,100,2025-01-26,Lab 1,R6941,false,false
E6197,99,Type B,0.9,2024-11-19,Lab 3,R6487,true,false
E6198,85,Type D,25.2,2024-08-03,Lab 1,R7207,true,false
E6199,16,Type C,33.300000000000004,2024-06-20,Lab 2,R3724,true,false
E6200,69,Type A,77,2025-02-14,Lab 4,R6425,false,false
E6201,79,Type B,138.6,2025-03-18,Lab 2,R1479,true,false
E6202,0,Type B,84,2024-09-10,Lab 4,R3774,false,false
E6203,66,Type D,117,2025-05-04,Lab 4,R6190,false,false
E6204,42,Type C,66.60000000000001,2024-10-30,Lab 2,R6044,true,false
E6205,78,Type C,75,2024-10-18,Lab 3,R3385,false,false
E6206,11,Type A,108,2024-11-21,Lab 4,R6095,false,false
E6207,29,Type C,135.9,2024-09-07,Lab 4,R7769,true,false
E6208,63,Type D,70,2024-11-17,Lab 2,R2484,false,false
E6209,8,Type A,152,2025-03-01,Lab 4,R2332,false,false
E6210,26,Type B,311.40000000000003,2025-04-05,Lab 3,R4900,true,true
E6211,77,Type C,132,2025-04-22,Lab 4,R3549,false,false
E6212,4,Type D,98,2024-06-01,Lab 1,R6528,false,false
E6213,75,Type D,105,2025-03-26,Lab 4,R8349,false,false
E6214,12,Type C,140,2024-09-19,Lab 2,R1306,false,false
E6215,100,Type D,100,2025-04-29,Lab 3,R7145,false,false
E6216,16,Type D,41,2025-04-12,Lab 4,R8255,false,false
E6217,44,Type B,130,2024-11-21,Lab 3,R1199,false,true
E6218,91,Type D,167,2025-05-07,Lab 1,R7647,false,false
E6219,23,Type C,106,2024-11-22,Lab 1,R4892,false,false
E6220,71,Type C,107,2025-02-02,Lab 4,R4799,false,false
E6221,1,Type B,159,2024-09-25,Lab 4,R8331,false,false
E6222,2,Type B,51,2024-11-17,Lab 1,R5686,false,false
E6223,54,Type B,44,2025-05-23,Lab 3,R9218,false,false
E6224,8,Type A,196,2025-01-31,Lab 3,R4469,false,false
E6225,71,Type C,181,2025-02-10,Lab 4,R2783,false,false
E6226,10,Type D,126.9,2024-07-31,Lab 2,R7092,true,false
E6227,21,Type C,89,2025-03-24,Lab 1,R9675,false,false
E6228,44,Type B,39,2025-01-26,Lab 1,R5231,false,false
E6229,31,Type D,4,2024-12-08,Lab 1,R3140,false,false
E6230,71,Type B,96.3,2025-04-04,Lab 1,R7880,true,false
E6231,93,Type B,131,2024-06-11,Lab 4,R8447,false,false
E6232,11,Type C,15,2025-03-08,Lab 4,R8233,false,false
E6233,63,Type C,111,2024-09-09,Lab 1,R6291,false,false
E6234,84,Type A,167,2024-10-31,Lab 4,R4884,false,false
E6235,16,Type C,157.5,2024-11-21,Lab 2,R7566,true,false
E6236,26,Type C,34,2024-11-20,Lab 4,R1573,false,false
E6237,3,Type A,190,2024-06-30,Lab 4,R2437,false,false
E6238,27,Type B,77,2025-01-01,Lab 1,R6906,false,false
E6239,80,Type D,71.10000000000001,2025-01-15,Lab 4,R8745,true,false
E6240,98,Type B,89.10000000000001,2024-10-18,Lab 4,R9240,true,false
E6241,86,Type B,53,2025-03-28,Lab 4,R9907,false,false
E6242,80,Type A,18,2024-09-27,Lab 2,R6911,false,true
E6243,0,Type A,69,2025-04-29,Lab 1,R5953,false,false
E6244,89,Type C,197,2024-07-26,Lab 4,R4113,false,false
E6245,82,Type A,23,2025-03-08,Lab 3,R8405,false,false
E6246,26,Type D,157,2024-06-24,Lab 3,R1281,false,false
E6247,58,Type C,0,2024-09-29,Lab 2,R8579,false,false
E6248,7,Type B,90,2025-02-16,Lab 2,R9807,false,false
E6249,74,Type B,153,2024-09-09,Lab 1,R9926,false,false
E6250,50,Type A,58,2024-05-24,Lab 4,R4970,false,false
E6251,11,Type D,86,2024-12-17,Lab 2,R4435,false,false
E6252,77,Type D,91,2024-11-10,Lab 2,R8722,false,false
E6253,35,Type A,179,2024-08-06,Lab 4,R3097,false,false
E6254,26,Type A,187,2024-11-14,Lab 4,R9982,false,false
E6255,26,Type B,125,2025-03-18,Lab 3,R9106,false,false
E6256,49,Type C,82,2024-10-03,Lab 1,R4148,false,false
E6257,26,Type A,118,2025-02-28,Lab 1,R5113,false,false
E6258,3,Type C,97,2025-03-16,Lab 3,R9632,false,false
E6259,14,Type A,1,2025-03-28,Lab 1,R8570,false,false
E6260,2,Type B,189,2024-06-13,Lab 2,R9091,false,false
E6261,59,Type D,145,2025-04-22,Lab 2,R2385,false,false
E6262,40,Type C,184,2025-01-02,Lab 2,R4218,false,false
E6263,33,Type C,78,2024-08-08,Lab 2,R9716,false,false
E6264,35,Type D,87.3,2025-04-23,Lab 2,R3982,true,false
E6265,51,Type D,158,2025-02-22,Lab 4,R7015,false,false
E6266,1,Type C,103.5,2024-11-01,Lab 2,R5030,true,false
E6267,80,Type C,107,2024-11-10,Lab 3,R1192,false,false
E6268,91,Type C,80,2025-02-28,Lab 3,R6738,false,false
E6269,73,Type D,91,2025-02-15,Lab 4,R7388,false,false
E6270,62,Type A,129.6,2024-10-28,Lab 1,R1469,true,false
E6271,44,Type A,133.20000000000002,2024-11-26,Lab 3,R4102,true,false
E6272,19,Type B,6.3,2024-06-11,Lab 3,R1313,true,false
E6273,91,Type A,125,2024-05-25,Lab 4,R9382,false,false
E6274,18,Type A,166,2024-06-23,Lab 3,R9598,false,false
E6275,51,Type D,111,2024-07-23,Lab 1,R5877,false,false
E6276,82,Type D,31,2024-08-15,Lab 2,R1221,false,false
E6277,70,Type A,109.8,2025-01-26,Lab 1,R8897,true,false
E6278,74,Type C,41.4,2025-02-05,Lab 4,R7105,true,false
E6279,14,Type A,61,2025-04-11,Lab 3,R7323,false,false
E6280,99,Type D,84,2024-12-07,Lab 3,R2211,false,false
E6281,2,Type A,84,2024-10-25,Lab 1,R1612,false,false
E6282,17,Type C,81,2024-08-15,Lab 2,R9331,true,false
E6283,15,Type C,36,2025-01-10,Lab 2,R3570,false,false
E6284,20,Type A,60,2025-01-11,Lab 3,R8744,false,false
E6285,80,Type D,132,2024-06-04,Lab 2,R2122,false,false
E6286,39,Type A,131,2024-07-27,Lab 3,R2793,false,false
E6287,68,Type B,191,2025-03-31,Lab 1,R6846,false,false
E6288,60,Type B,102.60000000000001,2025-05-18,Lab 4,R3407,true,false
E6289,46,Type C,17,2024-08-07,Lab 2,R9278,false,false
E6290,34,Type C,89,2024-08-14,Lab 3,R6703,false,false
E6291,77,Type D,25,2024-11-27,Lab 3,R2819,false,false
E6292,56,Type A,139.5,2024-11-19,Lab 4,R7505,true,false
E6293,31,Type D,199,2024-10-13,Lab 1,R6252,false,false
E6294,81,Type D,134,2025-03-19,Lab 2,R9524,false,false
E6295,32,Type A,48,2025-01-07,Lab 4,R8970,false,false
E6296,95,Type C,112,2025-05-06,Lab 2,R6828,false,true
E6297,64,Type C,2,2024-10-30,Lab 2,R4337,false,false
E6298,49,Type B,91,2024-09-04,Lab 1,R2280,false,false
E6299,52,Type A,33.300000000000004,2024-10-28,Lab 1,R7030,true,false
E6300,15,Type B,147,2025-01-23,Lab 2,R3631,false,false
E6301,58,Type B,196,2025-03-13,Lab 2,R5376,false,false
E6302,97,Type B,176,2024-12-11,Lab 4,R5765,false,false
E6303,7,Type C,51,2025-03-30,Lab 1,R8842,false,false
E6304,84,Type C,142,2024-09-19,Lab 2,R4658,false,false
E6305,59,Type A,46,2024-05-28,Lab 2,R2040,false,false
E6306,71,Type B,55,2024-12-16,Lab 2,R8475,false,false
E6307,55,Type B,41,2024-07-27,Lab 3,R3173,false,false
E6308,89,Type D,84,2024-08-17,Lab 3,R8383,false,false
E6309,26,Type C,140,2024-09-21,Lab 4,R1978,false,false
E6310,95,Type B,80,2024-11-27,Lab 1,R7346,false,false
E6311,86,Type D,128,2024-10-05,Lab 4,R5408,false,false
E6312,5,Type C,102,2024-11-25,Lab 1,R7803,false,false
E6313,11,Type A,62,2025-01-23,Lab 2,R8956,false,false
E6314,79,Type B,63,2025-04-04,Lab 3,R6015,false,false
E6315,21,Type C,160,2024-11-15,Lab 2,R5258,false,false
E6316,25,Type D,108,2024-12-24,Lab 4,R9673,false,false
E6317,67,Type B,226,2024-07-14,Lab 4,R1993,false,true
E6318,21,Type A,127,2025-05-15,Lab 3,R3347,false,false
E6319,47,Type D,186,2024-08-09,Lab 3,R7763,false,true
E6320,70,Type D,132,2025-01-27,Lab 3,R5357,false,false
E6321,84,Type D,102,2024-06-14,Lab 3,R2992,false,false
E6322,42,Type D,100,2025-04-21,Lab 2,R2474,false,false
E6323,98,Type B,146,2024-10-24,Lab 1,R8413,false,false
E6324,28,Type D,148.5,2024-07-15,Lab 3,R9539,true,false
E6325,26,Type D,98,2025-02-10,Lab 3,R4808,false,false
E6326,60,Type D,101,2024-09-11,Lab 3,R8663,false,false
E6327,60,Type D,153.9,2025-04-19,Lab 2,R5033,true,false
E6328,68,Type D,191,2025-04-03,Lab 1,R3400,false,false
E6329,8,Type C,101,2025-03-18,Lab 2,R2225,false,false
E6330,100,Type C,131.4,2025-03-03,Lab 4,R9061,true,false
E6331,87,Type D,19,2025-02-11,Lab 3,R1712,false,false
E6332,71,Type C,13,2024-06-24,Lab 2,R4418,false,false
E6333,17,Type A,67,2024-10-18,Lab 1,R4166,false,false
E6334,13,Type A,17,2025-01-09,Lab 4,R2838,false,false
E6335,97,Type A,70.2,2024-09-03,Lab 4,R6342,true,false
E6336,37,Type B,70.2,2025-02-24,Lab 1,R7130,true,false
E6337,88,Type B,165,2024-07-08,Lab 1,R2352,false,false
E6338,38,Type D,195,2025-04-04,Lab 2,R3994,false,false
E6339,20,Type B,75,2024-12-17,Lab 3,R5390,false,false
E6340,70,Type A,28.8,2024-08-16,Lab 4,R8320,true,false
E6341,43,Type B,34,2025-01-30,Lab 4,R3853,false,false
E6342,2,Type B,82,2024-07-31,Lab 3,R8507,false,false
E6343,60,Type C,104,2025-03-31,Lab 3,R6882,false,false
E6344,11,Type C,119,2025-04-16,Lab 3,R5569,false,false
E6345,87,Type C,102,2024-10-07,Lab 2,R3631,false,false
E6346,47,Type D,141,2024-07-30,Lab 4,R6690,false,false
E6347,59,Type C,55,2025-04-29,Lab 1,R1246,false,false
E6348,78,Type A,55,2024-09-28,Lab 2,R6369,false,false
E6349,50,Type A,74.7,2024-11-06,Lab 2,R4938,true,false
E6350,96,Type B,33,2024-12-17,Lab 3,R7980,false,false
E6351,50,Type C,390,2024-10-30,Lab 2,R4591,false,true
E6352,53,Type D,105,2024-09-18,Lab 1,R8236,false,false
E6353,59,Type C,185,2025-01-27,Lab 2,R1706,false,false
E6354,15,Type B,32,2024-06-21,Lab 3,R7346,false,false
E6355,18,Type B,133,2025-04-21,Lab 2,R2840,false,false
E6356,9,Type D,191,2024-09-20,Lab 4,R6670,false,false
E6357,37,Type C,194,2025-03-07,Lab 2,R7255,false,false
E6358,7,Type B,133,2025-05-01,Lab 1,R6749,false,false
E6359,55,Type B,187,2024-08-22,Lab 1,R9782,false,false
E6360,38,Type C,23,2025-03-01,Lab 4,R6238,false,false
E6361,1,Type C,88,2025-03-16,Lab 2,R5625,false,true
E6362,26,Type B,49,2025-04-22,Lab 1,R1722,false,false
E6363,87,Type D,178,2024-11-27,Lab 1,R1812,false,false
E6364,32,Type B,79,2025-02-27,Lab 3,R5428,false,false
E6365,53,Type D,58,2024-08-02,Lab 4,R3040,false,false
E6366,4,Type A,296,2024-10-08,Lab 4,R4397,false,true
E6367,72,Type A,89,2025-05-21,Lab 1,R5865,false,false
E6368,40,Type C,94,2025-02-06,Lab 2,R9787,false,false
E6369,63,Type D,29,2025-05-06,Lab 1,R5068,false,false
E6370,46,Type D,155.70000000000002,2025-01-31,Lab 2,R7737,true,false
E6371,35,Type A,146,2025-03-09,Lab 3,R6449,false,false
E6372,74,Type D,163.8,2025-03-09,Lab 2,R8178,true,false
E6373,77,Type C,90.9,2024-07-15,Lab 3,R4570,true,false
E6374,47,Type A,149,2024-09-26,Lab 2,R6917,false,false
E6375,30,Type A,109,2025-02-09,Lab 3,R4337,false,false
E6376,54,Type D,180,2024-07-01,Lab 4,R2340,false,false
E6377,94,Type A,5,2025-02-24,Lab 2,R3077,false,false
E6378,8,Type D,58,2024-11-15,Lab 3,R4861,false,false
E6379,87,Type C,25,2024-05-30,Lab 2,R4901,false,false
E6380,61,Type D,180,2025-03-27,Lab 3,R2094,false,false
E6381,61,Type A,178,2025-03-18,Lab 3,R6090,false,false
E6382,62,Type D,181,2024-06-28,Lab 3,R2328,false,false
E6383,55,Type B,336,2025-03-05,Lab 3,R5726,false,true
E6384,2,Type B,80.10000000000001,2025-01-19,Lab 2,R4256,true,false
E6385,2,Type C,145,2024-08-22,Lab 3,R2932,false,false
E6386,52,Type A,168,2025-01-02,Lab 2,R6522,false,true
E6387,7,Type C,184,2024-07-05,Lab 2,R6962,false,false
E6388,33,Type D,36,2024-10-03,Lab 4,R9221,true,false
E6389,44,Type B,35,2025-01-10,Lab 1,R3097,false,false
E6390,97,Type A,48,2024-08-11,Lab 3,R9962,false,false
E6391,56,Type B,70.2,2024-05-29,Lab 4,R6371,true,false
E6392,82,Type D,192,2024-11-11,Lab 3,R3739,false,false
E6393,54,Type D,59,2025-04-22,Lab 3,R9445,false,false
E6394,6,Type B,51,2025-04-17,Lab 2,R8018,false,false
E6395,100,Type A,189,2024-05-29,Lab 1,R2080,false,false
E6396,50,Type D,78,2024-09-27,Lab 2,R3876,false,false
E6397,67,Type C,166,2024-08-05,Lab 1,R3325,false,false
E6398,51,Type B,29,2024-12-17,Lab 2,R2472,false,false
E6399,86,Type A,66,2024-06-12,Lab 4,R4754,false,false
E6400,69,Type B,71,2025-02-06,Lab 2,R2129,false,false
E6401,92,Type A,39,2025-04-23,Lab 4,R1236,false,false
E6402,35,Type D,100.8,2024-09-10,Lab 4,R4571,true,false
E6403,46,Type C,5,2024-07-06,Lab 3,R2343,false,false
E6404,83,Type A,195,2025-01-23,Lab 2,R9071,false,false
E6405,38,Type B,276,2025-03-07,Lab 3,R4365,false,true
E6406,49,Type C,7,2025-01-05,Lab 1,R4189,false,false
E6407,98,Type C,196,2024-09-25,Lab 2,R9385,false,false
E6408,44,Type A,171,2025-04-03,Lab 2,R1385,false,false
E6409,18,Type B,57,2024-12-24,Lab 3,R2340,false,false
E6410,70,Type A,47,2025-02-18,Lab 1,R6356,false,false
E6411,40,Type B,45,2025-03-22,Lab 2,R2577,false,false
E6412,91,Type A,168,2025-04-25,Lab 1,R3191,false,false
E6413,98,Type B,45,2025-03-19,Lab 4,R3508,false,false
E6414,17,Type C,96,2025-04-18,Lab 3,R8280,false,false
E6415,53,Type B,64,2025-05-18,Lab 2,R3960,false,false
E6416,10,Type B,163.8,2024-07-21,Lab 1,R9940,true,false
E6417,89,Type A,133.20000000000002,2025-02-13,Lab 1,R6608,true,false
E6418,55,Type B,79,2025-05-18,Lab 2,R9409,false,false
E6419,36,Type A,63.9,2025-03-03,Lab 2,R1076,true,false
E6420,97,Type C,46,2024-09-10,Lab 4,R1564,false,false
E6421,64,Type D,12.6,2024-12-02,Lab 2,R8229,true,false
E6422,5,Type A,12,2025-01-27,Lab 1,R2840,false,false
E6423,28,Type C,105,2025-01-01,Lab 1,R7859,false,false
E6424,58,Type B,102.60000000000001,2025-01-07,Lab 1,R3943,true,false
E6425,83,Type C,124,2025-03-17,Lab 3,R2939,false,false
E6426,12,Type A,116,2024-07-24,Lab 1,R9386,false,false
E6427,64,Type C,97,2024-12-19,Lab 4,R4137,false,false
E6428,9,Type D,20.7,2025-01-27,Lab 2,R5818,true,false
E6429,53,Type D,179,2024-08-30,Lab 1,R3947,false,false
E6430,63,Type D,183,2024-12-14,Lab 4,R7498,false,false
E6431,85,Type A,117,2024-07-26,Lab 1,R3600,false,false
E6432,99,Type A,147,2024-08-20,Lab 1,R9791,false,false
E6433,52,Type C,124,2024-09-13,Lab 2,R9115,false,false
E6434,71,Type A,30.6,2025-04-07,Lab 4,R1115,true,false
E6435,96,Type B,101,2025-05-09,Lab 4,R9608,false,false
